Character 1,Weight 1,Acceleration 1,Top Speed 1,Handling 1,On Road Traction 1,Mini Turbo 1,Character 2,Weight 2,Acceleration 2,Top Speed 2,Handling 2,On Road Traction 2,Mini Turbo 2,Map,Outcome,Effective Acceleration 1,Effective Acceleration 2,Effective Speed 1,Effective Speed 2,Power-Ups 1,Power-Ups 2
princess_peach,4,3,6,5,3,4,luigi,6,2,7,5,5,3,rainbow_road,princess_peach,2.5,1.5,4.800000000000001,5.6000000000000005,,"banana_peel, green_shell"
bowser,10,0,10,0,6,0,koopa_troopa,2,4,3,8,1,4,koopa_beach,bowser,0,3.3,10.5,3.1,star,
princess_peach,4,3,6,5,3,4,bowser,10,0,10,0,6,0,vanilla_lake,bowser,2.4,0,6.2,10.5,thunderbolt,feather
koopa_troopa,2,4,3,8,1,4,bowser,10,0,10,0,6,0,choco_island,bowser,3.3,0,2.4000000000000004,8.0,,thunderbolt
yoshi,4,3,6,5,3,4,bowser,10,0,10,0,6,0,choco_island,yoshi,2.3,0,4.800000000000001,8.0,feather,"star, star"
koopa_troopa,2,4,3,8,1,4,princess_peach,4,3,6,5,3,4,vanilla_lake,princess_peach,3.4,2.4,3.1,6.2,,star
koopa_troopa,2,4,3,8,1,4,princess_peach,4,3,6,5,3,4,choco_island,princess_peach,3.3,2.3,2.4000000000000004,4.800000000000001,"mushroom, red_shell",
luigi,6,2,7,5,5,3,yoshi,4,3,6,5,3,4,vanilla_lake,luigi,1.4,2.4,7.3,6.2,thunderbolt,mushroom
princess_peach,4,3,6,5,3,4,koopa_troopa,2,4,3,8,1,4,vanilla_lake,princess_peach,2.4,3.4,6.2,3.1,"red_shell, thunderbolt","feather, red_shell, banana_peel"
luigi,6,2,7,5,5,3,donkey_kong_jr,8,1,10,2,10,1,donut_plains,donkey_kong_jr,1.1999999999999997,0.19999999999999996,5.6000000000000005,8.0,"green_shell, star","feather, mushroom"
princess_peach,4,3,6,5,3,4,mario,6,2,7,4,4,3,donut_plains,princess_peach,2.2,1.1999999999999997,4.800000000000001,5.6000000000000005,thunderbolt,
toad,3,4,4,7,3,4,koopa_troopa,2,4,3,8,1,4,rainbow_road,toad,3.5,3.5,3.2,2.4000000000000004,"thunderbolt, red_shell","star, green_shell, red_shell"
koopa_troopa,2,4,3,8,1,4,donkey_kong_jr,8,1,10,2,10,1,donut_plains,donkey_kong_jr,3.2,0.19999999999999996,2.4000000000000004,8.0,"feather, star, feather","mushroom, thunderbolt"
toad,3,4,4,7,3,4,mario,6,2,7,4,4,3,rainbow_road,toad,3.5,1.5,3.2,5.6000000000000005,star,star
mario,6,2,7,4,4,3,donkey_kong_jr,8,1,10,2,10,1,koopa_beach,donkey_kong_jr,1.3000000000000003,0.30000000000000004,7.3,10.4,"thunderbolt, mushroom","star, mushroom"
toad,3,4,4,7,3,4,koopa_troopa,2,4,3,8,1,4,donut_plains,toad,3.1999999999999997,3.2,3.2,2.4000000000000004,"coin, mushroom, red_shell",star
bowser,10,0,10,0,6,0,toad,3,4,4,7,3,4,vanilla_lake,bowser,0,3.4,10.5,4.15,"star, star, mushroom","feather, thunderbolt"
luigi,6,2,7,5,5,3,donkey_kong_jr,8,1,10,2,10,1,rainbow_road,donkey_kong_jr,1.5,0.5,5.6000000000000005,8.0,"star, mushroom, mushroom",red_shell
yoshi,4,3,6,5,3,4,luigi,6,2,7,5,5,3,vanilla_lake,luigi,2.4,1.4,6.2,7.3,feather,"red_shell, mushroom"
yoshi,4,3,6,5,3,4,koopa_troopa,2,4,3,8,1,4,rainbow_road,yoshi,2.5,3.5,4.800000000000001,2.4000000000000004,,star
toad,3,4,4,7,3,4,koopa_troopa,2,4,3,8,1,4,donut_plains,toad,3.1999999999999997,3.2,3.2,2.4000000000000004,,thunderbolt
bowser,10,0,10,0,6,0,toad,3,4,4,7,3,4,koopa_beach,bowser,0,3.3000000000000003,10.5,4.15,"mushroom, red_shell",red_shell
luigi,6,2,7,5,5,3,bowser,10,0,10,0,6,0,koopa_beach,bowser,1.3000000000000003,0,7.3,10.5,"star, feather, thunderbolt",
princess_peach,4,3,6,5,3,4,bowser,10,0,10,0,6,0,donut_plains,princess_peach,2.2,0,4.800000000000001,8.0,"star, feather, star",star
bowser,10,0,10,0,6,0,princess_peach,4,3,6,5,3,4,vanilla_lake,bowser,0,2.4,10.5,6.2,"thunderbolt, red_shell",
toad,3,4,4,7,3,4,princess_peach,4,3,6,5,3,4,vanilla_lake,princess_peach,3.4,2.4,4.15,6.2,"thunderbolt, thunderbolt",thunderbolt
luigi,6,2,7,5,5,3,mario,6,2,7,4,4,3,koopa_beach,luigi,1.3000000000000003,1.3000000000000003,7.3,7.3,"thunderbolt, thunderbolt",
koopa_troopa,2,4,3,8,1,4,bowser,10,0,10,0,6,0,rainbow_road,bowser,3.5,0,2.4000000000000004,8.0,,"mushroom, coin"
donkey_kong_jr,8,1,10,2,10,1,luigi,6,2,7,5,5,3,choco_island,donkey_kong_jr,0.30000000000000004,1.3000000000000003,8.0,5.6000000000000005,star,"feather, red_shell"
yoshi,4,3,6,5,3,4,luigi,6,2,7,5,5,3,rainbow_road,yoshi,2.5,1.5,4.800000000000001,5.6000000000000005,banana_peel,thunderbolt
donkey_kong_jr,8,1,10,2,10,1,bowser,10,0,10,0,6,0,vanilla_lake,donkey_kong_jr,0.4,0,10.4,10.5,"star, red_shell",thunderbolt
bowser,10,0,10,0,6,0,toad,3,4,4,7,3,4,choco_island,toad,0,3.3000000000000003,8.0,3.2,red_shell,mushroom
koopa_troopa,2,4,3,8,1,4,bowser,10,0,10,0,6,0,donut_plains,bowser,3.2,0,2.4000000000000004,8.0,thunderbolt,star
donkey_kong_jr,8,1,10,2,10,1,mario,6,2,7,4,4,3,vanilla_lake,donkey_kong_jr,0.4,1.4,10.4,7.3,"feather, red_shell",red_shell
mario,6,2,7,4,4,3,luigi,6,2,7,5,5,3,rainbow_road,luigi,1.5,1.5,5.6000000000000005,5.6000000000000005,mushroom,"mushroom, feather"
koopa_troopa,2,4,3,8,1,4,toad,3,4,4,7,3,4,vanilla_lake,toad,3.4,3.4,3.1,4.15,coin,
toad,3,4,4,7,3,4,princess_peach,4,3,6,5,3,4,koopa_beach,princess_peach,3.3000000000000003,2.3,4.15,6.2,star,green_shell
donkey_kong_jr,8,1,10,2,10,1,princess_peach,4,3,6,5,3,4,vanilla_lake,donkey_kong_jr,0.4,2.4,10.4,6.2,"feather, coin",feather
luigi,6,2,7,5,5,3,princess_peach,4,3,6,5,3,4,koopa_beach,luigi,1.3000000000000003,2.3,7.3,6.2,star,star
koopa_troopa,2,4,3,8,1,4,yoshi,4,3,6,5,3,4,rainbow_road,yoshi,3.5,2.5,2.4000000000000004,4.800000000000001,"feather, star",
princess_peach,4,3,6,5,3,4,yoshi,4,3,6,5,3,4,koopa_beach,yoshi,2.3,2.3,6.2,6.2,star,"coin, red_shell"
donkey_kong_jr,8,1,10,2,10,1,princess_peach,4,3,6,5,3,4,vanilla_lake,donkey_kong_jr,0.4,2.4,10.4,6.2,"coin, feather",mushroom
toad,3,4,4,7,3,4,princess_peach,4,3,6,5,3,4,koopa_beach,princess_peach,3.3000000000000003,2.3,4.15,6.2,"thunderbolt, coin",
luigi,6,2,7,5,5,3,koopa_troopa,2,4,3,8,1,4,koopa_beach,luigi,1.3000000000000003,3.3,7.3,3.1,star,"feather, banana_peel"
yoshi,4,3,6,5,3,4,koopa_troopa,2,4,3,8,1,4,rainbow_road,yoshi,2.5,3.5,4.800000000000001,2.4000000000000004,banana_peel,"feather, feather"
bowser,10,0,10,0,6,0,donkey_kong_jr,8,1,10,2,10,1,koopa_beach,bowser,0,0.30000000000000004,10.5,10.4,"red_shell, star",
luigi,6,2,7,5,5,3,princess_peach,4,3,6,5,3,4,vanilla_lake,luigi,1.4,2.4,7.3,6.2,"green_shell, red_shell",
yoshi,4,3,6,5,3,4,princess_peach,4,3,6,5,3,4,donut_plains,yoshi,2.2,2.2,4.800000000000001,4.800000000000001,"star, feather",star
toad,3,4,4,7,3,4,mario,6,2,7,4,4,3,donut_plains,toad,3.1999999999999997,1.1999999999999997,3.2,5.6000000000000005,,"thunderbolt, mushroom"
koopa_troopa,2,4,3,8,1,4,mario,6,2,7,4,4,3,choco_island,mario,3.3,1.3000000000000003,2.4000000000000004,5.6000000000000005,"thunderbolt, thunderbolt","green_shell, mushroom"
mario,6,2,7,4,4,3,bowser,10,0,10,0,6,0,choco_island,bowser,1.3000000000000003,0,5.6000000000000005,8.0,"star, red_shell","mushroom, feather"
donkey_kong_jr,8,1,10,2,10,1,koopa_troopa,2,4,3,8,1,4,koopa_beach,donkey_kong_jr,0.30000000000000004,3.3,10.4,3.1,red_shell,"coin, red_shell"
koopa_troopa,2,4,3,8,1,4,mario,6,2,7,4,4,3,koopa_beach,mario,3.3,1.3000000000000003,3.1,7.3,,thunderbolt
mario,6,2,7,4,4,3,princess_peach,4,3,6,5,3,4,rainbow_road,princess_peach,1.5,2.5,5.6000000000000005,4.800000000000001,star,banana_peel
donkey_kong_jr,8,1,10,2,10,1,koopa_troopa,2,4,3,8,1,4,koopa_beach,donkey_kong_jr,0.30000000000000004,3.3,10.4,3.1,"red_shell, star",red_shell
mario,6,2,7,4,4,3,toad,3,4,4,7,3,4,koopa_beach,mario,1.3000000000000003,3.3000000000000003,7.3,4.15,red_shell,
toad,3,4,4,7,3,4,mario,6,2,7,4,4,3,rainbow_road,toad,3.5,1.5,3.2,5.6000000000000005,thunderbolt,"star, thunderbolt"
mario,6,2,7,4,4,3,toad,3,4,4,7,3,4,vanilla_lake,mario,1.4,3.4,7.3,4.15,"mushroom, feather","feather, coin"
yoshi,4,3,6,5,3,4,princess_peach,4,3,6,5,3,4,choco_island,Tie,2.3,2.3,4.800000000000001,4.800000000000001,,
princess_peach,4,3,6,5,3,4,donkey_kong_jr,8,1,10,2,10,1,choco_island,donkey_kong_jr,2.3,0.30000000000000004,4.800000000000001,8.0,"mushroom, mushroom",mushroom
princess_peach,4,3,6,5,3,4,luigi,6,2,7,5,5,3,koopa_beach,luigi,2.3,1.3000000000000003,6.2,7.3,thunderbolt,thunderbolt
donkey_kong_jr,8,1,10,2,10,1,mario,6,2,7,4,4,3,rainbow_road,donkey_kong_jr,0.5,1.5,8.0,5.6000000000000005,"mushroom, mushroom","star, star, star"
luigi,6,2,7,5,5,3,bowser,10,0,10,0,6,0,rainbow_road,bowser,1.5,0,5.6000000000000005,8.0,red_shell,"feather, star, star"
yoshi,4,3,6,5,3,4,mario,6,2,7,4,4,3,choco_island,yoshi,2.3,1.3000000000000003,4.800000000000001,5.6000000000000005,"thunderbolt, green_shell, thunderbolt","thunderbolt, feather, thunderbolt"
yoshi,4,3,6,5,3,4,mario,6,2,7,4,4,3,donut_plains,yoshi,2.2,1.1999999999999997,4.800000000000001,5.6000000000000005,,mushroom
bowser,10,0,10,0,6,0,yoshi,4,3,6,5,3,4,koopa_beach,bowser,0,2.3,10.5,6.2,mushroom,mushroom
donkey_kong_jr,8,1,10,2,10,1,koopa_troopa,2,4,3,8,1,4,koopa_beach,donkey_kong_jr,0.30000000000000004,3.3,10.4,3.1,red_shell,mushroom
toad,3,4,4,7,3,4,mario,6,2,7,4,4,3,rainbow_road,toad,3.5,1.5,3.2,5.6000000000000005,"mushroom, star","star, mushroom"
princess_peach,4,3,6,5,3,4,toad,3,4,4,7,3,4,choco_island,princess_peach,2.3,3.3000000000000003,4.800000000000001,3.2,mushroom,star
yoshi,4,3,6,5,3,4,bowser,10,0,10,0,6,0,koopa_beach,bowser,2.3,0,6.2,10.5,"feather, red_shell",mushroom
koopa_troopa,2,4,3,8,1,4,luigi,6,2,7,5,5,3,choco_island,luigi,3.3,1.3000000000000003,2.4000000000000004,5.6000000000000005,thunderbolt,"mushroom, mushroom"
toad,3,4,4,7,3,4,mario,6,2,7,4,4,3,vanilla_lake,mario,3.4,1.4,4.15,7.3,thunderbolt,
princess_peach,4,3,6,5,3,4,donkey_kong_jr,8,1,10,2,10,1,rainbow_road,donkey_kong_jr,2.5,0.5,4.800000000000001,8.0,"mushroom, feather, thunderbolt","thunderbolt, mushroom"
luigi,6,2,7,5,5,3,yoshi,4,3,6,5,3,4,rainbow_road,yoshi,1.5,2.5,5.6000000000000005,4.800000000000001,"red_shell, star","thunderbolt, mushroom"
donkey_kong_jr,8,1,10,2,10,1,toad,3,4,4,7,3,4,vanilla_lake,donkey_kong_jr,0.4,3.4,10.4,4.15,thunderbolt,"banana_peel, banana_peel"
bowser,10,0,10,0,6,0,koopa_troopa,2,4,3,8,1,4,donut_plains,bowser,0,3.2,8.0,2.4000000000000004,"star, star",
luigi,6,2,7,5,5,3,donkey_kong_jr,8,1,10,2,10,1,vanilla_lake,donkey_kong_jr,1.4,0.4,7.3,10.4,thunderbolt,"feather, red_shell"
bowser,10,0,10,0,6,0,yoshi,4,3,6,5,3,4,donut_plains,yoshi,0,2.2,8.0,4.800000000000001,feather,"red_shell, star"
princess_peach,4,3,6,5,3,4,bowser,10,0,10,0,6,0,donut_plains,bowser,2.2,0,4.800000000000001,8.0,,star
mario,6,2,7,4,4,3,donkey_kong_jr,8,1,10,2,10,1,koopa_beach,donkey_kong_jr,1.3000000000000003,0.30000000000000004,7.3,10.4,"mushroom, mushroom","thunderbolt, red_shell"
mario,6,2,7,4,4,3,princess_peach,4,3,6,5,3,4,rainbow_road,princess_peach,1.5,2.5,5.6000000000000005,4.800000000000001,star,"red_shell, star"
toad,3,4,4,7,3,4,mario,6,2,7,4,4,3,koopa_beach,mario,3.3000000000000003,1.3000000000000003,4.15,7.3,"star, thunderbolt, star",star
princess_peach,4,3,6,5,3,4,donkey_kong_jr,8,1,10,2,10,1,vanilla_lake,donkey_kong_jr,2.4,0.4,6.2,10.4,"star, feather, red_shell","red_shell, feather"
mario,6,2,7,4,4,3,toad,3,4,4,7,3,4,vanilla_lake,mario,1.4,3.4,7.3,4.15,red_shell,
donkey_kong_jr,8,1,10,2,10,1,luigi,6,2,7,5,5,3,vanilla_lake,donkey_kong_jr,0.4,1.4,10.4,7.3,,"red_shell, thunderbolt"
mario,6,2,7,4,4,3,princess_peach,4,3,6,5,3,4,koopa_beach,mario,1.3000000000000003,2.3,7.3,6.2,coin,"thunderbolt, coin"
princess_peach,4,3,6,5,3,4,donkey_kong_jr,8,1,10,2,10,1,vanilla_lake,donkey_kong_jr,2.4,0.4,6.2,10.4,star,
yoshi,4,3,6,5,3,4,princess_peach,4,3,6,5,3,4,vanilla_lake,princess_peach,2.4,2.4,6.2,6.2,feather,"thunderbolt, coin"
bowser,10,0,10,0,6,0,koopa_troopa,2,4,3,8,1,4,rainbow_road,bowser,0,3.5,8.0,2.4000000000000004,,mushroom
yoshi,4,3,6,5,3,4,toad,3,4,4,7,3,4,vanilla_lake,yoshi,2.4,3.4,6.2,4.15,,star
princess_peach,4,3,6,5,3,4,donkey_kong_jr,8,1,10,2,10,1,donut_plains,donkey_kong_jr,2.2,0.19999999999999996,4.800000000000001,8.0,,
donkey_kong_jr,8,1,10,2,10,1,yoshi,4,3,6,5,3,4,rainbow_road,donkey_kong_jr,0.5,2.5,8.0,4.800000000000001,"star, banana_peel",
mario,6,2,7,4,4,3,princess_peach,4,3,6,5,3,4,choco_island,princess_peach,1.3000000000000003,2.3,5.6000000000000005,4.800000000000001,feather,"mushroom, star"
luigi,6,2,7,5,5,3,toad,3,4,4,7,3,4,koopa_beach,luigi,1.3000000000000003,3.3000000000000003,7.3,4.15,"star, red_shell","coin, red_shell, feather"
princess_peach,4,3,6,5,3,4,bowser,10,0,10,0,6,0,vanilla_lake,bowser,2.4,0,6.2,10.5,thunderbolt,thunderbolt
koopa_troopa,2,4,3,8,1,4,mario,6,2,7,4,4,3,choco_island,mario,3.3,1.3000000000000003,2.4000000000000004,5.6000000000000005,star,thunderbolt
princess_peach,4,3,6,5,3,4,koopa_troopa,2,4,3,8,1,4,vanilla_lake,princess_peach,2.4,3.4,6.2,3.1,"thunderbolt, coin",thunderbolt
donkey_kong_jr,8,1,10,2,10,1,mario,6,2,7,4,4,3,rainbow_road,donkey_kong_jr,0.5,1.5,8.0,5.6000000000000005,mushroom,"thunderbolt, mushroom"
luigi,6,2,7,5,5,3,donkey_kong_jr,8,1,10,2,10,1,vanilla_lake,donkey_kong_jr,1.4,0.4,7.3,10.4,"star, thunderbolt",star
mario,6,2,7,4,4,3,princess_peach,4,3,6,5,3,4,koopa_beach,mario,1.3000000000000003,2.3,7.3,6.2,"red_shell, green_shell",mushroom
mario,6,2,7,4,4,3,toad,3,4,4,7,3,4,donut_plains,toad,1.1999999999999997,3.1999999999999997,5.6000000000000005,3.2,"feather, star","red_shell, thunderbolt, thunderbolt"
mario,6,2,7,4,4,3,donkey_kong_jr,8,1,10,2,10,1,koopa_beach,donkey_kong_jr,1.3000000000000003,0.30000000000000004,7.3,10.4,star,"star, red_shell"
luigi,6,2,7,5,5,3,princess_peach,4,3,6,5,3,4,donut_plains,princess_peach,1.1999999999999997,2.2,5.6000000000000005,4.800000000000001,"red_shell, red_shell, thunderbolt",
mario,6,2,7,4,4,3,yoshi,4,3,6,5,3,4,koopa_beach,mario,1.3000000000000003,2.3,7.3,6.2,"thunderbolt, coin","mushroom, star"
princess_peach,4,3,6,5,3,4,koopa_troopa,2,4,3,8,1,4,rainbow_road,princess_peach,2.5,3.5,4.800000000000001,2.4000000000000004,,"red_shell, coin"
luigi,6,2,7,5,5,3,bowser,10,0,10,0,6,0,donut_plains,bowser,1.1999999999999997,0,5.6000000000000005,8.0,"thunderbolt, star",
bowser,10,0,10,0,6,0,yoshi,4,3,6,5,3,4,donut_plains,bowser,0,2.2,8.0,4.800000000000001,"star, thunderbolt",star
mario,6,2,7,4,4,3,princess_peach,4,3,6,5,3,4,vanilla_lake,mario,1.4,2.4,7.3,6.2,"star, green_shell","mushroom, star, thunderbolt"
donkey_kong_jr,8,1,10,2,10,1,mario,6,2,7,4,4,3,koopa_beach,donkey_kong_jr,0.30000000000000004,1.3000000000000003,10.4,7.3,"mushroom, feather, feather",thunderbolt
luigi,6,2,7,5,5,3,donkey_kong_jr,8,1,10,2,10,1,choco_island,donkey_kong_jr,1.3000000000000003,0.30000000000000004,5.6000000000000005,8.0,"feather, thunderbolt, thunderbolt",thunderbolt
yoshi,4,3,6,5,3,4,koopa_troopa,2,4,3,8,1,4,choco_island,yoshi,2.3,3.3,4.800000000000001,2.4000000000000004,"thunderbolt, coin",feather
toad,3,4,4,7,3,4,yoshi,4,3,6,5,3,4,rainbow_road,yoshi,3.5,2.5,3.2,4.800000000000001,,"star, mushroom"
mario,6,2,7,4,4,3,toad,3,4,4,7,3,4,rainbow_road,toad,1.5,3.5,5.6000000000000005,3.2,"star, star",mushroom
koopa_troopa,2,4,3,8,1,4,toad,3,4,4,7,3,4,koopa_beach,toad,3.3,3.3000000000000003,3.1,4.15,"feather, coin, feather",star
luigi,6,2,7,5,5,3,toad,3,4,4,7,3,4,koopa_beach,luigi,1.3000000000000003,3.3000000000000003,7.3,4.15,feather,
donkey_kong_jr,8,1,10,2,10,1,yoshi,4,3,6,5,3,4,rainbow_road,donkey_kong_jr,0.5,2.5,8.0,4.800000000000001,,"green_shell, star"
koopa_troopa,2,4,3,8,1,4,yoshi,4,3,6,5,3,4,donut_plains,yoshi,3.2,2.2,2.4000000000000004,4.800000000000001,,"banana_peel, star, mushroom"
toad,3,4,4,7,3,4,donkey_kong_jr,8,1,10,2,10,1,choco_island,donkey_kong_jr,3.3000000000000003,0.30000000000000004,3.2,8.0,mushroom,"coin, star"
luigi,6,2,7,5,5,3,princess_peach,4,3,6,5,3,4,rainbow_road,princess_peach,1.5,2.5,5.6000000000000005,4.800000000000001,"thunderbolt, thunderbolt, mushroom",
koopa_troopa,2,4,3,8,1,4,princess_peach,4,3,6,5,3,4,choco_island,princess_peach,3.3,2.3,2.4000000000000004,4.800000000000001,red_shell,star
yoshi,4,3,6,5,3,4,donkey_kong_jr,8,1,10,2,10,1,rainbow_road,donkey_kong_jr,2.5,0.5,4.800000000000001,8.0,"banana_peel, star","star, red_shell"
mario,6,2,7,4,4,3,princess_peach,4,3,6,5,3,4,vanilla_lake,mario,1.4,2.4,7.3,6.2,,green_shell
donkey_kong_jr,8,1,10,2,10,1,toad,3,4,4,7,3,4,donut_plains,donkey_kong_jr,0.19999999999999996,3.1999999999999997,8.0,3.2,"feather, red_shell","mushroom, red_shell"
yoshi,4,3,6,5,3,4,luigi,6,2,7,5,5,3,koopa_beach,luigi,2.3,1.3000000000000003,6.2,7.3,,red_shell
yoshi,4,3,6,5,3,4,toad,3,4,4,7,3,4,rainbow_road,yoshi,2.5,3.5,4.800000000000001,3.2,"thunderbolt, coin","banana_peel, red_shell, thunderbolt"
toad,3,4,4,7,3,4,yoshi,4,3,6,5,3,4,rainbow_road,yoshi,3.5,2.5,3.2,4.800000000000001,,"feather, star"
princess_peach,4,3,6,5,3,4,bowser,10,0,10,0,6,0,choco_island,Tie,2.3,0,4.800000000000001,8.0,,"mushroom, feather"
koopa_troopa,2,4,3,8,1,4,yoshi,4,3,6,5,3,4,rainbow_road,yoshi,3.5,2.5,2.4000000000000004,4.800000000000001,banana_peel,"star, star, star"
donkey_kong_jr,8,1,10,2,10,1,bowser,10,0,10,0,6,0,vanilla_lake,donkey_kong_jr,0.4,0,10.4,10.5,red_shell,thunderbolt
bowser,10,0,10,0,6,0,princess_peach,4,3,6,5,3,4,rainbow_road,princess_peach,0,2.5,8.0,4.800000000000001,star,"green_shell, star"
princess_peach,4,3,6,5,3,4,koopa_troopa,2,4,3,8,1,4,koopa_beach,princess_peach,2.3,3.3,6.2,3.1,feather,"mushroom, star"
princess_peach,4,3,6,5,3,4,donkey_kong_jr,8,1,10,2,10,1,koopa_beach,donkey_kong_jr,2.3,0.30000000000000004,6.2,10.4,"thunderbolt, red_shell","thunderbolt, mushroom"
bowser,10,0,10,0,6,0,yoshi,4,3,6,5,3,4,vanilla_lake,bowser,0,2.4,10.5,6.2,"coin, star",
yoshi,4,3,6,5,3,4,koopa_troopa,2,4,3,8,1,4,vanilla_lake,yoshi,2.4,3.4,6.2,3.1,"green_shell, red_shell",coin
bowser,10,0,10,0,6,0,toad,3,4,4,7,3,4,donut_plains,bowser,0,3.1999999999999997,8.0,3.2,"mushroom, coin",feather
luigi,6,2,7,5,5,3,mario,6,2,7,4,4,3,choco_island,mario,1.3000000000000003,1.3000000000000003,5.6000000000000005,5.6000000000000005,"coin, red_shell","coin, thunderbolt, feather"
luigi,6,2,7,5,5,3,koopa_troopa,2,4,3,8,1,4,koopa_beach,luigi,1.3000000000000003,3.3,7.3,3.1,,
bowser,10,0,10,0,6,0,donkey_kong_jr,8,1,10,2,10,1,rainbow_road,donkey_kong_jr,0,0.5,8.0,8.0,green_shell,
luigi,6,2,7,5,5,3,donkey_kong_jr,8,1,10,2,10,1,rainbow_road,donkey_kong_jr,1.5,0.5,5.6000000000000005,8.0,red_shell,
koopa_troopa,2,4,3,8,1,4,toad,3,4,4,7,3,4,vanilla_lake,toad,3.4,3.4,3.1,4.15,"red_shell, mushroom, feather","feather, mushroom"
toad,3,4,4,7,3,4,luigi,6,2,7,5,5,3,koopa_beach,luigi,3.3000000000000003,1.3000000000000003,4.15,7.3,"coin, star, banana_peel",mushroom
mario,6,2,7,4,4,3,toad,3,4,4,7,3,4,koopa_beach,mario,1.3000000000000003,3.3000000000000003,7.3,4.15,"star, feather","feather, mushroom"
luigi,6,2,7,5,5,3,donkey_kong_jr,8,1,10,2,10,1,rainbow_road,donkey_kong_jr,1.5,0.5,5.6000000000000005,8.0,,red_shell
princess_peach,4,3,6,5,3,4,mario,6,2,7,4,4,3,choco_island,princess_peach,2.3,1.3000000000000003,4.800000000000001,5.6000000000000005,coin,"red_shell, coin, feather"
bowser,10,0,10,0,6,0,princess_peach,4,3,6,5,3,4,donut_plains,bowser,0,2.2,8.0,4.800000000000001,feather,
mario,6,2,7,4,4,3,bowser,10,0,10,0,6,0,choco_island,bowser,1.3000000000000003,0,5.6000000000000005,8.0,mushroom,"thunderbolt, feather"
mario,6,2,7,4,4,3,yoshi,4,3,6,5,3,4,donut_plains,yoshi,1.1999999999999997,2.2,5.6000000000000005,4.800000000000001,,"thunderbolt, red_shell"
donkey_kong_jr,8,1,10,2,10,1,mario,6,2,7,4,4,3,koopa_beach,donkey_kong_jr,0.30000000000000004,1.3000000000000003,10.4,7.3,,"thunderbolt, thunderbolt"
koopa_troopa,2,4,3,8,1,4,mario,6,2,7,4,4,3,choco_island,mario,3.3,1.3000000000000003,2.4000000000000004,5.6000000000000005,red_shell,mushroom
mario,6,2,7,4,4,3,yoshi,4,3,6,5,3,4,rainbow_road,yoshi,1.5,2.5,5.6000000000000005,4.800000000000001,thunderbolt,"coin, mushroom"
koopa_troopa,2,4,3,8,1,4,bowser,10,0,10,0,6,0,rainbow_road,bowser,3.5,0,2.4000000000000004,8.0,mushroom,"star, star"
luigi,6,2,7,5,5,3,mario,6,2,7,4,4,3,vanilla_lake,luigi,1.4,1.4,7.3,7.3,"banana_peel, mushroom, red_shell",coin
luigi,6,2,7,5,5,3,donkey_kong_jr,8,1,10,2,10,1,vanilla_lake,donkey_kong_jr,1.4,0.4,7.3,10.4,,"star, mushroom"
yoshi,4,3,6,5,3,4,mario,6,2,7,4,4,3,koopa_beach,mario,2.3,1.3000000000000003,6.2,7.3,"thunderbolt, feather",red_shell
yoshi,4,3,6,5,3,4,luigi,6,2,7,5,5,3,rainbow_road,yoshi,2.5,1.5,4.800000000000001,5.6000000000000005,"mushroom, star","star, mushroom"
toad,3,4,4,7,3,4,mario,6,2,7,4,4,3,donut_plains,toad,3.1999999999999997,1.1999999999999997,3.2,5.6000000000000005,"mushroom, mushroom, coin",thunderbolt
toad,3,4,4,7,3,4,princess_peach,4,3,6,5,3,4,donut_plains,princess_peach,3.1999999999999997,2.2,3.2,4.800000000000001,"star, red_shell",coin
donkey_kong_jr,8,1,10,2,10,1,koopa_troopa,2,4,3,8,1,4,koopa_beach,donkey_kong_jr,0.30000000000000004,3.3,10.4,3.1,"mushroom, star","coin, thunderbolt"
toad,3,4,4,7,3,4,luigi,6,2,7,5,5,3,choco_island,toad,3.3000000000000003,1.3000000000000003,3.2,5.6000000000000005,feather,"thunderbolt, thunderbolt, feather"
princess_peach,4,3,6,5,3,4,mario,6,2,7,4,4,3,choco_island,princess_peach,2.3,1.3000000000000003,4.800000000000001,5.6000000000000005,"red_shell, star",star
princess_peach,4,3,6,5,3,4,bowser,10,0,10,0,6,0,choco_island,princess_peach,2.3,0,4.800000000000001,8.0,"feather, thunderbolt",star
mario,6,2,7,4,4,3,koopa_troopa,2,4,3,8,1,4,vanilla_lake,mario,1.4,3.4,7.3,3.1,"mushroom, feather","coin, star"
toad,3,4,4,7,3,4,bowser,10,0,10,0,6,0,vanilla_lake,bowser,3.4,0,4.15,10.5,"red_shell, thunderbolt",
yoshi,4,3,6,5,3,4,mario,6,2,7,4,4,3,rainbow_road,yoshi,2.5,1.5,4.800000000000001,5.6000000000000005,"star, thunderbolt, thunderbolt","star, banana_peel"
koopa_troopa,2,4,3,8,1,4,toad,3,4,4,7,3,4,choco_island,toad,3.3,3.3000000000000003,2.4000000000000004,3.2,feather,"red_shell, feather"
luigi,6,2,7,5,5,3,princess_peach,4,3,6,5,3,4,koopa_beach,luigi,1.3000000000000003,2.3,7.3,6.2,"coin, mushroom, coin","thunderbolt, feather"
toad,3,4,4,7,3,4,princess_peach,4,3,6,5,3,4,choco_island,princess_peach,3.3000000000000003,2.3,3.2,4.800000000000001,"red_shell, red_shell","feather, coin"
