Character 1,Character 2,Map,Outcome,Effective Acceleration 1,Effective Acceleration 2,Effective Speed 1,Effective Speed 2,Power-Ups 1,Power-Ups 2
princess_peach,toad,rainbow_road,toad,2.5,3.5,4.800000000000001,3.2,[[]],"[['mushroom', 'banana_peel', 'banana_peel']]"
koopa_troopa,donkey_kong_jr,koopa_beach,donkey_kong_jr,3.3,0.30000000000000004,3.1,10.4,[[]],[[]]
donkey_kong_jr,yoshi,koopa_beach,donkey_kong_jr,0.30000000000000004,2.3,10.4,6.2,[['red_shell']],"[['thunderbolt', 'feather']]"
mario,yoshi,vanilla_lake,mario,1.4,2.4,7.3,6.2,"[['coin', 'thunderbolt']]","[['star', 'feather']]"
bowser,donkey_kong_jr,koopa_beach,donkey_kong_jr,0,0.30000000000000004,10.5,10.4,[['mushroom']],"[['star', 'thunderbolt']]"
princess_peach,koopa_troopa,donut_plains,princess_peach,2.2,3.2,4.800000000000001,2.4000000000000004,"[['feather', 'banana_peel']]","[['star', 'feather']]"
luigi,donkey_kong_jr,koopa_beach,donkey_kong_jr,1.3000000000000003,0.30000000000000004,7.3,10.4,"[['feather', 'star', 'thunderbolt']]",[[]]
bowser,toad,vanilla_lake,bowser,0,3.4,10.5,4.15,[['red_shell']],"[['thunderbolt', 'thunderbolt', 'thunderbolt']]"
bowser,princess_peach,vanilla_lake,bowser,0,2.4,10.5,6.2,"[['coin', 'star']]","[['red_shell', 'coin']]"
donkey_kong_jr,yoshi,donut_plains,donkey_kong_jr,0.19999999999999996,2.2,8.0,4.800000000000001,[[]],[[]]
toad,koopa_troopa,vanilla_lake,toad,3.4,3.4,4.15,3.1,"[['red_shell', 'star', 'thunderbolt']]",[['star']]
bowser,koopa_troopa,rainbow_road,bowser,0,3.5,8.0,2.4000000000000004,"[['red_shell', 'feather']]","[['coin', 'red_shell', 'banana_peel']]"
luigi,mario,koopa_beach,mario,1.3000000000000003,1.3000000000000003,7.3,7.3,[[]],"[['feather', 'feather']]"
toad,bowser,koopa_beach,bowser,3.3000000000000003,0,4.15,10.5,"[['thunderbolt', 'feather']]",[['star']]
mario,donkey_kong_jr,rainbow_road,donkey_kong_jr,1.5,0.5,5.6000000000000005,8.0,"[['thunderbolt', 'thunderbolt']]","[['feather', 'mushroom']]"
mario,luigi,donut_plains,luigi,1.1999999999999997,1.1999999999999997,5.6000000000000005,5.6000000000000005,[['star']],"[['feather', 'star', 'feather']]"
bowser,toad,koopa_beach,bowser,0,3.3000000000000003,10.5,4.15,[['feather']],"[['mushroom', 'red_shell']]"
luigi,donkey_kong_jr,choco_island,donkey_kong_jr,1.3000000000000003,0.30000000000000004,5.6000000000000005,8.0,[['coin']],[['star']]
princess_peach,yoshi,vanilla_lake,princess_peach,2.4,2.4,6.2,6.2,"[['star', 'mushroom', 'red_shell']]","[['red_shell', 'feather']]"
donkey_kong_jr,princess_peach,rainbow_road,donkey_kong_jr,0.5,2.5,8.0,4.800000000000001,"[['red_shell', 'banana_peel']]",[[]]
yoshi,toad,donut_plains,yoshi,2.2,3.1999999999999997,4.800000000000001,3.2,"[['thunderbolt', 'feather']]",[[]]
princess_peach,koopa_troopa,choco_island,princess_peach,2.3,3.3,4.800000000000001,2.4000000000000004,"[['thunderbolt', 'star']]",[[]]
mario,luigi,vanilla_lake,luigi,1.4,1.4,7.3,7.3,[['feather']],"[['feather', 'mushroom']]"
yoshi,princess_peach,koopa_beach,yoshi,2.3,2.3,6.2,6.2,"[['green_shell', 'thunderbolt']]",[['red_shell']]
donkey_kong_jr,koopa_troopa,rainbow_road,donkey_kong_jr,0.5,3.5,8.0,2.4000000000000004,[[]],[['red_shell']]
mario,toad,choco_island,toad,1.3000000000000003,3.3000000000000003,5.6000000000000005,3.2,[['red_shell']],[['star']]
yoshi,princess_peach,vanilla_lake,Tie,2.4,2.4,6.2,6.2,[['mushroom']],[['star']]
princess_peach,donkey_kong_jr,koopa_beach,donkey_kong_jr,2.3,0.30000000000000004,6.2,10.4,"[['star', 'thunderbolt']]","[['star', 'red_shell', 'mushroom']]"
toad,bowser,vanilla_lake,bowser,3.4,0,4.15,10.5,"[['red_shell', 'feather', 'coin']]",[['feather']]
yoshi,toad,rainbow_road,toad,2.5,3.5,4.800000000000001,3.2,[['star']],"[['thunderbolt', 'thunderbolt']]"
princess_peach,luigi,koopa_beach,luigi,2.3,1.3000000000000003,6.2,7.3,[[]],"[['star', 'mushroom']]"
koopa_troopa,donkey_kong_jr,choco_island,donkey_kong_jr,3.3,0.30000000000000004,2.4000000000000004,8.0,"[['feather', 'feather']]",[['feather']]
koopa_troopa,luigi,choco_island,luigi,3.3,1.3000000000000003,2.4000000000000004,5.6000000000000005,[['red_shell']],[[]]
toad,yoshi,donut_plains,yoshi,3.1999999999999997,2.2,3.2,4.800000000000001,[['mushroom']],"[['red_shell', 'feather', 'feather']]"
princess_peach,toad,koopa_beach,princess_peach,2.3,3.3000000000000003,6.2,4.15,[['coin']],"[['red_shell', 'mushroom']]"
luigi,yoshi,vanilla_lake,luigi,1.4,2.4,7.3,6.2,"[['star', 'star', 'star']]","[['feather', 'thunderbolt']]"
princess_peach,toad,donut_plains,toad,2.2,3.1999999999999997,4.800000000000001,3.2,[['star']],"[['mushroom', 'thunderbolt']]"
koopa_troopa,donkey_kong_jr,choco_island,donkey_kong_jr,3.3,0.30000000000000004,2.4000000000000004,8.0,[['star']],[['thunderbolt']]
toad,mario,donut_plains,toad,3.1999999999999997,1.1999999999999997,3.2,5.6000000000000005,"[['coin', 'mushroom']]",[['thunderbolt']]
toad,koopa_troopa,choco_island,toad,3.3000000000000003,3.3,3.2,2.4000000000000004,"[['mushroom', 'coin', 'star']]",[['thunderbolt']]
luigi,donkey_kong_jr,choco_island,donkey_kong_jr,1.3000000000000003,0.30000000000000004,5.6000000000000005,8.0,[['banana_peel']],"[['coin', 'mushroom', 'coin']]"
bowser,donkey_kong_jr,vanilla_lake,donkey_kong_jr,0,0.4,10.5,10.4,[['mushroom']],[['mushroom']]
donkey_kong_jr,toad,choco_island,donkey_kong_jr,0.30000000000000004,3.3000000000000003,8.0,3.2,"[['red_shell', 'thunderbolt']]",[['thunderbolt']]
princess_peach,yoshi,donut_plains,yoshi,2.2,2.2,4.800000000000001,4.800000000000001,[[]],[['mushroom']]
princess_peach,luigi,choco_island,princess_peach,2.3,1.3000000000000003,4.800000000000001,5.6000000000000005,[['coin']],[['red_shell']]
luigi,koopa_troopa,choco_island,luigi,1.3000000000000003,3.3,5.6000000000000005,2.4000000000000004,[['star']],"[['thunderbolt', 'red_shell']]"
princess_peach,yoshi,koopa_beach,princess_peach,2.3,2.3,6.2,6.2,[['star']],[['banana_peel']]
donkey_kong_jr,mario,rainbow_road,donkey_kong_jr,0.5,1.5,8.0,5.6000000000000005,[[]],"[['star', 'red_shell']]"
donkey_kong_jr,luigi,koopa_beach,donkey_kong_jr,0.30000000000000004,1.3000000000000003,10.4,7.3,[['red_shell']],"[['feather', 'star']]"
koopa_troopa,yoshi,rainbow_road,yoshi,3.5,2.5,2.4000000000000004,4.800000000000001,"[['red_shell', 'star', 'thunderbolt']]","[['banana_peel', 'banana_peel']]"
donkey_kong_jr,luigi,vanilla_lake,donkey_kong_jr,0.4,1.4,10.4,7.3,"[['thunderbolt', 'mushroom']]",[[]]
princess_peach,bowser,choco_island,princess_peach,2.3,0,4.800000000000001,8.0,"[['red_shell', 'thunderbolt']]",[['star']]
mario,luigi,choco_island,mario,1.3000000000000003,1.3000000000000003,5.6000000000000005,5.6000000000000005,"[['star', 'mushroom']]",[[]]
princess_peach,donkey_kong_jr,rainbow_road,princess_peach,2.5,0.5,4.800000000000001,8.0,"[['thunderbolt', 'thunderbolt']]",[[]]
yoshi,princess_peach,donut_plains,princess_peach,2.2,2.2,4.800000000000001,4.800000000000001,[[]],"[['star', 'feather', 'mushroom']]"
donkey_kong_jr,toad,donut_plains,donkey_kong_jr,0.19999999999999996,3.1999999999999997,8.0,3.2,[['green_shell']],[['feather']]
toad,koopa_troopa,koopa_beach,toad,3.3000000000000003,3.3,4.15,3.1,"[['feather', 'star']]",[['coin']]
koopa_troopa,luigi,donut_plains,luigi,3.2,1.1999999999999997,2.4000000000000004,5.6000000000000005,[['red_shell']],"[['thunderbolt', 'star', 'thunderbolt']]"
princess_peach,bowser,choco_island,princess_peach,2.3,0,4.800000000000001,8.0,"[['star', 'thunderbolt']]",[['thunderbolt']]
koopa_troopa,mario,koopa_beach,mario,3.3,1.3000000000000003,3.1,7.3,[[]],[[]]
bowser,mario,koopa_beach,bowser,0,1.3000000000000003,10.5,7.3,[['star']],[[]]
toad,luigi,vanilla_lake,luigi,3.4,1.4,4.15,7.3,"[['star', 'red_shell', 'red_shell']]",[['mushroom']]
princess_peach,donkey_kong_jr,choco_island,donkey_kong_jr,2.3,0.30000000000000004,4.800000000000001,8.0,"[['green_shell', 'star']]",[['feather']]
mario,princess_peach,vanilla_lake,mario,1.4,2.4,7.3,6.2,[[]],[['feather']]
luigi,donkey_kong_jr,koopa_beach,donkey_kong_jr,1.3000000000000003,0.30000000000000004,7.3,10.4,[[]],"[['thunderbolt', 'feather']]"
mario,toad,donut_plains,toad,1.1999999999999997,3.1999999999999997,5.6000000000000005,3.2,"[['star', 'mushroom', 'thunderbolt']]",[[]]
mario,donkey_kong_jr,choco_island,donkey_kong_jr,1.3000000000000003,0.30000000000000004,5.6000000000000005,8.0,[['feather']],"[['feather', 'red_shell']]"
toad,bowser,choco_island,toad,3.3000000000000003,0,3.2,8.0,[['thunderbolt']],[['thunderbolt']]
koopa_troopa,princess_peach,koopa_beach,princess_peach,3.3,2.3,3.1,6.2,"[['red_shell', 'thunderbolt']]","[['mushroom', 'star']]"
yoshi,mario,rainbow_road,yoshi,2.5,1.5,4.800000000000001,5.6000000000000005,[['coin']],"[['banana_peel', 'red_shell']]"
bowser,luigi,donut_plains,bowser,0,1.1999999999999997,8.0,5.6000000000000005,[['red_shell']],"[['mushroom', 'mushroom', 'thunderbolt']]"
donkey_kong_jr,toad,vanilla_lake,donkey_kong_jr,0.4,3.4,10.4,4.15,"[['feather', 'feather']]","[['thunderbolt', 'feather', 'feather']]"
koopa_troopa,luigi,koopa_beach,luigi,3.3,1.3000000000000003,3.1,7.3,"[['red_shell', 'mushroom']]",[['mushroom']]
koopa_troopa,bowser,vanilla_lake,bowser,3.4,0,3.1,10.5,"[['star', 'star']]",[['coin']]
princess_peach,donkey_kong_jr,vanilla_lake,donkey_kong_jr,2.4,0.4,6.2,10.4,"[['feather', 'feather']]","[['banana_peel', 'mushroom']]"
princess_peach,koopa_troopa,koopa_beach,princess_peach,2.3,3.3,6.2,3.1,[['star']],[['mushroom']]
luigi,bowser,donut_plains,bowser,1.1999999999999997,0,5.6000000000000005,8.0,[['thunderbolt']],[['coin']]
luigi,koopa_troopa,choco_island,luigi,1.3000000000000003,3.3,5.6000000000000005,2.4000000000000004,"[['star', 'thunderbolt', 'star']]","[['mushroom', 'coin']]"
yoshi,luigi,choco_island,yoshi,2.3,1.3000000000000003,4.800000000000001,5.6000000000000005,[['feather']],[['mushroom']]
toad,yoshi,rainbow_road,yoshi,3.5,2.5,3.2,4.800000000000001,[['feather']],"[['red_shell', 'mushroom', 'mushroom']]"
donkey_kong_jr,princess_peach,vanilla_lake,donkey_kong_jr,0.4,2.4,10.4,6.2,"[['red_shell', 'thunderbolt']]",[['star']]
toad,mario,choco_island,toad,3.3000000000000003,1.3000000000000003,3.2,5.6000000000000005,"[['mushroom', 'feather']]","[['mushroom', 'banana_peel']]"
yoshi,koopa_troopa,vanilla_lake,yoshi,2.4,3.4,6.2,3.1,[['mushroom']],"[['mushroom', 'coin', 'star']]"
princess_peach,mario,vanilla_lake,mario,2.4,1.4,6.2,7.3,[['green_shell']],[['red_shell']]
koopa_troopa,toad,koopa_beach,toad,3.3,3.3000000000000003,3.1,4.15,[['star']],[['coin']]
luigi,donkey_kong_jr,donut_plains,donkey_kong_jr,1.1999999999999997,0.19999999999999996,5.6000000000000005,8.0,[['star']],"[['star', 'feather', 'star']]"
toad,yoshi,vanilla_lake,yoshi,3.4,2.4,4.15,6.2,[['feather']],"[['star', 'banana_peel']]"
bowser,toad,vanilla_lake,bowser,0,3.4,10.5,4.15,"[['mushroom', 'star']]",[[]]
princess_peach,luigi,rainbow_road,princess_peach,2.5,1.5,4.800000000000001,5.6000000000000005,"[['thunderbolt', 'banana_peel', 'feather']]",[[]]
princess_peach,bowser,donut_plains,bowser,2.2,0,4.800000000000001,8.0,[['thunderbolt']],"[['star', 'feather']]"
yoshi,princess_peach,choco_island,yoshi,2.3,2.3,4.800000000000001,4.800000000000001,"[['feather', 'thunderbolt']]",[['thunderbolt']]
yoshi,toad,rainbow_road,yoshi,2.5,3.5,4.800000000000001,3.2,"[['star', 'mushroom']]",[[]]
donkey_kong_jr,princess_peach,vanilla_lake,donkey_kong_jr,0.4,2.4,10.4,6.2,[['feather']],[['star']]
princess_peach,toad,vanilla_lake,princess_peach,2.4,3.4,6.2,4.15,[['feather']],[['green_shell']]
mario,yoshi,rainbow_road,yoshi,1.5,2.5,5.6000000000000005,4.800000000000001,[['feather']],[['feather']]
mario,toad,koopa_beach,mario,1.3000000000000003,3.3000000000000003,7.3,4.15,[['mushroom']],[['feather']]
donkey_kong_jr,yoshi,rainbow_road,donkey_kong_jr,0.5,2.5,8.0,4.800000000000001,"[['star', 'mushroom']]",[['star']]
toad,yoshi,vanilla_lake,yoshi,3.4,2.4,4.15,6.2,"[['mushroom', 'thunderbolt']]",[['coin']]
bowser,mario,choco_island,bowser,0,1.3000000000000003,8.0,5.6000000000000005,[['star']],[['thunderbolt']]
yoshi,donkey_kong_jr,rainbow_road,donkey_kong_jr,2.5,0.5,4.800000000000001,8.0,[['mushroom']],[['star']]
koopa_troopa,yoshi,koopa_beach,yoshi,3.3,2.3,3.1,6.2,"[['mushroom', 'star']]",[['feather']]
toad,bowser,koopa_beach,bowser,3.3000000000000003,0,4.15,10.5,"[['thunderbolt', 'coin']]",[['thunderbolt']]
yoshi,koopa_troopa,rainbow_road,yoshi,2.5,3.5,4.800000000000001,2.4000000000000004,"[['coin', 'mushroom']]","[['thunderbolt', 'mushroom']]"
luigi,toad,vanilla_lake,luigi,1.4,3.4,7.3,4.15,[[]],"[['coin', 'red_shell']]"
yoshi,toad,choco_island,yoshi,2.3,3.3000000000000003,4.800000000000001,3.2,"[['mushroom', 'mushroom']]",[[]]
donkey_kong_jr,toad,rainbow_road,donkey_kong_jr,0.5,3.5,8.0,3.2,[['star']],"[['red_shell', 'banana_peel']]"
yoshi,luigi,koopa_beach,luigi,2.3,1.3000000000000003,6.2,7.3,"[['star', 'star']]",[['coin']]
luigi,mario,rainbow_road,mario,1.5,1.5,5.6000000000000005,5.6000000000000005,[['star']],"[['feather', 'feather']]"
donkey_kong_jr,yoshi,vanilla_lake,donkey_kong_jr,0.4,2.4,10.4,6.2,"[['thunderbolt', 'star']]",[['green_shell']]
koopa_troopa,mario,rainbow_road,mario,3.5,1.5,2.4000000000000004,5.6000000000000005,[[]],"[['thunderbolt', 'banana_peel', 'red_shell']]"
luigi,yoshi,vanilla_lake,luigi,1.4,2.4,7.3,6.2,[['red_shell']],"[['thunderbolt', 'thunderbolt', 'feather']]"
toad,donkey_kong_jr,choco_island,donkey_kong_jr,3.3000000000000003,0.30000000000000004,3.2,8.0,[['mushroom']],"[['thunderbolt', 'mushroom']]"
koopa_troopa,luigi,choco_island,luigi,3.3,1.3000000000000003,2.4000000000000004,5.6000000000000005,"[['star', 'star']]",[['star']]
bowser,toad,koopa_beach,bowser,0,3.3000000000000003,10.5,4.15,[['coin']],"[['thunderbolt', 'feather', 'thunderbolt']]"
donkey_kong_jr,bowser,vanilla_lake,donkey_kong_jr,0.4,0,10.4,10.5,[['banana_peel']],"[['feather', 'thunderbolt']]"
toad,donkey_kong_jr,koopa_beach,donkey_kong_jr,3.3000000000000003,0.30000000000000004,4.15,10.4,"[['feather', 'feather']]",[['feather']]
donkey_kong_jr,bowser,rainbow_road,donkey_kong_jr,0.5,0,8.0,8.0,[[]],[['thunderbolt']]
koopa_troopa,donkey_kong_jr,rainbow_road,donkey_kong_jr,3.5,0.5,2.4000000000000004,8.0,[[]],[['star']]
yoshi,donkey_kong_jr,choco_island,donkey_kong_jr,2.3,0.30000000000000004,4.800000000000001,8.0,"[['mushroom', 'mushroom']]","[['coin', 'feather']]"
koopa_troopa,luigi,rainbow_road,luigi,3.5,1.5,2.4000000000000004,5.6000000000000005,[[]],"[['banana_peel', 'red_shell', 'feather']]"
bowser,yoshi,koopa_beach,bowser,0,2.3,10.5,6.2,[['red_shell']],[['star']]
donkey_kong_jr,mario,donut_plains,donkey_kong_jr,0.19999999999999996,1.1999999999999997,8.0,5.6000000000000005,"[['thunderbolt', 'red_shell', 'red_shell']]",[['thunderbolt']]
princess_peach,luigi,rainbow_road,princess_peach,2.5,1.5,4.800000000000001,5.6000000000000005,"[['star', 'banana_peel']]",[['star']]
yoshi,koopa_troopa,koopa_beach,yoshi,2.3,3.3,6.2,3.1,"[['thunderbolt', 'star', 'star']]","[['feather', 'mushroom']]"
donkey_kong_jr,yoshi,koopa_beach,donkey_kong_jr,0.30000000000000004,2.3,10.4,6.2,"[['star', 'red_shell', 'star']]","[['star', 'coin']]"
yoshi,koopa_troopa,choco_island,yoshi,2.3,3.3,4.800000000000001,2.4000000000000004,[['coin']],[['mushroom']]
luigi,toad,rainbow_road,toad,1.5,3.5,5.6000000000000005,3.2,[['red_shell']],[['feather']]
yoshi,toad,vanilla_lake,yoshi,2.4,3.4,6.2,4.15,[['thunderbolt']],"[['star', 'feather']]"
mario,yoshi,vanilla_lake,mario,1.4,2.4,7.3,6.2,"[['green_shell', 'red_shell']]","[['thunderbolt', 'star', 'star']]"
luigi,toad,rainbow_road,toad,1.5,3.5,5.6000000000000005,3.2,[['feather']],"[['feather', 'thunderbolt']]"
donkey_kong_jr,princess_peach,rainbow_road,donkey_kong_jr,0.5,2.5,8.0,4.800000000000001,"[['red_shell', 'coin']]",[['star']]
luigi,mario,rainbow_road,luigi,1.5,1.5,5.6000000000000005,5.6000000000000005,"[['red_shell', 'feather']]",[['banana_peel']]
luigi,toad,rainbow_road,toad,1.5,3.5,5.6000000000000005,3.2,[['feather']],[[]]
koopa_troopa,donkey_kong_jr,donut_plains,donkey_kong_jr,3.2,0.19999999999999996,2.4000000000000004,8.0,[['feather']],[['star']]
bowser,toad,vanilla_lake,bowser,0,3.4,10.5,4.15,[['red_shell']],"[['feather', 'thunderbolt']]"
toad,bowser,koopa_beach,bowser,3.3000000000000003,0,4.15,10.5,"[['mushroom', 'thunderbolt']]",[['star']]
mario,luigi,donut_plains,luigi,1.1999999999999997,1.1999999999999997,5.6000000000000005,5.6000000000000005,[[]],[['star']]
toad,mario,vanilla_lake,mario,3.4,1.4,4.15,7.3,"[['thunderbolt', 'red_shell']]",[['thunderbolt']]
mario,bowser,koopa_beach,bowser,1.3000000000000003,0,7.3,10.5,[['star']],[['banana_peel']]
bowser,toad,vanilla_lake,bowser,0,3.4,10.5,4.15,[['mushroom']],[['thunderbolt']]
mario,yoshi,donut_plains,yoshi,1.1999999999999997,2.2,5.6000000000000005,4.800000000000001,"[['banana_peel', 'feather']]",[['red_shell']]
luigi,yoshi,koopa_beach,luigi,1.3000000000000003,2.3,7.3,6.2,"[['mushroom', 'red_shell', 'red_shell']]",[[]]
luigi,mario,koopa_beach,luigi,1.3000000000000003,1.3000000000000003,7.3,7.3,"[['feather', 'star']]",[['red_shell']]
princess_peach,yoshi,donut_plains,Tie,2.2,2.2,4.800000000000001,4.800000000000001,[['star']],[['feather']]
mario,princess_peach,rainbow_road,princess_peach,1.5,2.5,5.6000000000000005,4.800000000000001,"[['feather', 'star', 'red_shell']]",[['mushroom']]
yoshi,mario,rainbow_road,yoshi,2.5,1.5,4.800000000000001,5.6000000000000005,[['red_shell']],[['feather']]
yoshi,koopa_troopa,donut_plains,yoshi,2.2,3.2,4.800000000000001,2.4000000000000004,[['coin']],[['red_shell']]
princess_peach,mario,donut_plains,princess_peach,2.2,1.1999999999999997,4.800000000000001,5.6000000000000005,"[['mushroom', 'thunderbolt']]","[['star', 'mushroom', 'red_shell']]"
toad,mario,choco_island,toad,3.3000000000000003,1.3000000000000003,3.2,5.6000000000000005,[['feather']],[['red_shell']]
koopa_troopa,bowser,rainbow_road,bowser,3.5,0,2.4000000000000004,8.0,"[['red_shell', 'red_shell']]",[['feather']]
koopa_troopa,mario,donut_plains,mario,3.2,1.1999999999999997,2.4000000000000004,5.6000000000000005,[['star']],[[]]
koopa_troopa,princess_peach,koopa_beach,princess_peach,3.3,2.3,3.1,6.2,[['coin']],[['thunderbolt']]
yoshi,mario,vanilla_lake,mario,2.4,1.4,6.2,7.3,"[['thunderbolt', 'star']]","[['star', 'star', 'feather']]"
donkey_kong_jr,princess_peach,vanilla_lake,donkey_kong_jr,0.4,2.4,10.4,6.2,"[['star', 'mushroom', 'star']]","[['star', 'star', 'star']]"
mario,yoshi,choco_island,yoshi,1.3000000000000003,2.3,5.6000000000000005,4.800000000000001,"[['star', 'mushroom', 'mushroom']]",[['mushroom']]
yoshi,bowser,rainbow_road,yoshi,2.5,0,4.800000000000001,8.0,[['thunderbolt']],[['mushroom']]
koopa_troopa,princess_peach,vanilla_lake,princess_peach,3.4,2.4,3.1,6.2,[['feather']],"[['red_shell', 'thunderbolt']]"
toad,donkey_kong_jr,vanilla_lake,donkey_kong_jr,3.4,0.4,4.15,10.4,[[]],[['star']]
koopa_troopa,luigi,koopa_beach,luigi,3.3,1.3000000000000003,3.1,7.3,[[]],"[['banana_peel', 'coin', 'thunderbolt']]"
mario,toad,rainbow_road,toad,1.5,3.5,5.6000000000000005,3.2,[['mushroom']],"[['star', 'feather']]"
donkey_kong_jr,koopa_troopa,koopa_beach,donkey_kong_jr,0.30000000000000004,3.3,10.4,3.1,[['red_shell']],"[['star', 'red_shell']]"
bowser,yoshi,choco_island,yoshi,0,2.3,8.0,4.800000000000001,[['red_shell']],[['coin']]
koopa_troopa,bowser,donut_plains,bowser,3.2,0,2.4000000000000004,8.0,[['banana_peel']],"[['feather', 'mushroom']]"
princess_peach,toad,choco_island,toad,2.3,3.3000000000000003,4.800000000000001,3.2,[['red_shell']],"[['banana_peel', 'coin']]"
yoshi,mario,vanilla_lake,mario,2.4,1.4,6.2,7.3,"[['feather', 'thunderbolt', 'star']]","[['coin', 'star', 'feather']]"
yoshi,princess_peach,vanilla_lake,princess_peach,2.4,2.4,6.2,6.2,[['coin']],"[['thunderbolt', 'green_shell']]"
luigi,yoshi,koopa_beach,luigi,1.3000000000000003,2.3,7.3,6.2,[['feather']],[['star']]
princess_peach,toad,donut_plains,princess_peach,2.2,3.1999999999999997,4.800000000000001,3.2,[['green_shell']],[['mushroom']]
bowser,donkey_kong_jr,vanilla_lake,donkey_kong_jr,0,0.4,10.5,10.4,[['mushroom']],"[['thunderbolt', 'red_shell']]"
koopa_troopa,yoshi,choco_island,yoshi,3.3,2.3,2.4000000000000004,4.800000000000001,[['thunderbolt']],"[['coin', 'thunderbolt']]"
koopa_troopa,luigi,vanilla_lake,luigi,3.4,1.4,3.1,7.3,[['star']],"[['thunderbolt', 'red_shell']]"
toad,yoshi,donut_plains,yoshi,3.1999999999999997,2.2,3.2,4.800000000000001,[['thunderbolt']],"[['thunderbolt', 'coin']]"
mario,donkey_kong_jr,rainbow_road,donkey_kong_jr,1.5,0.5,5.6000000000000005,8.0,"[['red_shell', 'mushroom', 'feather']]","[['mushroom', 'red_shell']]"
bowser,yoshi,donut_plains,bowser,0,2.2,8.0,4.800000000000001,"[['star', 'red_shell']]",[[]]
toad,koopa_troopa,koopa_beach,toad,3.3000000000000003,3.3,4.15,3.1,[['green_shell']],[['feather']]
mario,donkey_kong_jr,choco_island,donkey_kong_jr,1.3000000000000003,0.30000000000000004,5.6000000000000005,8.0,[['thunderbolt']],"[['coin', 'thunderbolt', 'mushroom']]"
luigi,donkey_kong_jr,koopa_beach,donkey_kong_jr,1.3000000000000003,0.30000000000000004,7.3,10.4,"[['mushroom', 'mushroom']]","[['feather', 'mushroom']]"
mario,yoshi,koopa_beach,mario,1.3000000000000003,2.3,7.3,6.2,[[]],[['red_shell']]
yoshi,koopa_troopa,vanilla_lake,yoshi,2.4,3.4,6.2,3.1,"[['feather', 'red_shell', 'star']]","[['thunderbolt', 'red_shell']]"
luigi,princess_peach,donut_plains,princess_peach,1.1999999999999997,2.2,5.6000000000000005,4.800000000000001,"[['red_shell', 'mushroom']]",[['feather']]
toad,koopa_troopa,koopa_beach,toad,3.3000000000000003,3.3,4.15,3.1,[['mushroom']],[[]]
bowser,yoshi,donut_plains,bowser,0,2.2,8.0,4.800000000000001,"[['feather', 'red_shell']]",[['red_shell']]
toad,koopa_troopa,vanilla_lake,toad,3.4,3.4,4.15,3.1,"[['mushroom', 'mushroom']]","[['star', 'mushroom']]"
toad,donkey_kong_jr,choco_island,donkey_kong_jr,3.3000000000000003,0.30000000000000004,3.2,8.0,[[]],"[['feather', 'star']]"
bowser,yoshi,donut_plains,yoshi,0,2.2,8.0,4.800000000000001,"[['banana_peel', 'feather', 'green_shell']]","[['banana_peel', 'thunderbolt']]"
toad,princess_peach,choco_island,princess_peach,3.3000000000000003,2.3,3.2,4.800000000000001,[[]],[['thunderbolt']]
koopa_troopa,toad,vanilla_lake,toad,3.4,3.4,3.1,4.15,"[['banana_peel', 'thunderbolt']]","[['thunderbolt', 'thunderbolt', 'thunderbolt']]"
koopa_troopa,mario,vanilla_lake,mario,3.4,1.4,3.1,7.3,[[]],"[['thunderbolt', 'red_shell']]"
donkey_kong_jr,yoshi,koopa_beach,donkey_kong_jr,0.30000000000000004,2.3,10.4,6.2,"[['mushroom', 'coin']]",[['thunderbolt']]
bowser,donkey_kong_jr,donut_plains,donkey_kong_jr,0,0.19999999999999996,8.0,8.0,[[]],[['mushroom']]
mario,bowser,rainbow_road,bowser,1.5,0,5.6000000000000005,8.0,[[]],[[]]
princess_peach,toad,rainbow_road,princess_peach,2.5,3.5,4.800000000000001,3.2,[['star']],"[['star', 'red_shell']]"
mario,koopa_troopa,koopa_beach,mario,1.3000000000000003,3.3,7.3,3.1,"[['feather', 'feather']]","[['feather', 'thunderbolt']]"
yoshi,princess_peach,koopa_beach,yoshi,2.3,2.3,6.2,6.2,"[['red_shell', 'feather', 'mushroom']]",[[]]
donkey_kong_jr,toad,vanilla_lake,donkey_kong_jr,0.4,3.4,10.4,4.15,"[['feather', 'thunderbolt']]","[['feather', 'feather']]"
donkey_kong_jr,koopa_troopa,vanilla_lake,donkey_kong_jr,0.4,3.4,10.4,3.1,[['feather']],[[]]
princess_peach,toad,choco_island,princess_peach,2.3,3.3000000000000003,4.800000000000001,3.2,"[['thunderbolt', 'star']]",[['banana_peel']]
luigi,toad,koopa_beach,luigi,1.3000000000000003,3.3000000000000003,7.3,4.15,[['coin']],"[['feather', 'thunderbolt']]"
koopa_troopa,bowser,vanilla_lake,bowser,3.4,0,3.1,10.5,"[['mushroom', 'thunderbolt']]",[['feather']]
mario,koopa_troopa,rainbow_road,mario,1.5,3.5,5.6000000000000005,2.4000000000000004,"[['red_shell', 'feather', 'feather']]","[['red_shell', 'mushroom']]"
princess_peach,mario,choco_island,princess_peach,2.3,1.3000000000000003,4.800000000000001,5.6000000000000005,"[['red_shell', 'thunderbolt']]",[[]]
koopa_troopa,donkey_kong_jr,donut_plains,donkey_kong_jr,3.2,0.19999999999999996,2.4000000000000004,8.0,[['star']],"[['green_shell', 'thunderbolt']]"
